Mod:Item:MetaData, Localized Name
PneumaticCraft:plasticElectronTube:11, Helium Plant Electron Tube
PneumaticCraft:plasticElectronTube:12, Chopper Plant Electron Tube
PneumaticCraft:plasticElectronTube:14, Propulsion Plant Electron Tube
PneumaticCraft:plasticElectronTube:15, Flying Flower Electron Tube
PneumaticCraft:heatFrame, Heat Frame
CompactMachines:psd, Personal Shrinking Device
CompactMachines:shrinker, Atom Shrinking Module
CompactMachines:enlarger, Atom Enlarging Module
CompactMachines:interfaceitem, World Resizing Interface
CompactMachines:quantumentangler, Quantum Entangler
EnderIO:itemCoordSelector, Coordinate Selector
EnderIO:itemFusedQuartzFrame, Fused Quartz Frame
EnderIO:itemConduitFacade:0, Conduit Facade
EnderIO:itemConduitFacade:1, Hardened Conduit Facade
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemFrankenSkull:0, Zombie Electrode
EnderIO:itemFrankenSkull:1, Z-Logic Controller
EnderIO:itemFrankenSkull:2, Frank'N'Zombie
EnderIO:itemFrankenSkull:3, Ender Resonator
EnderIO:itemFrankenSkull:4, Sentient Ender
EnderIO:itemRedstoneConduit:0, Redstone Conduit
EnderIO:itemRedstoneConduit:1, Conduit Switch
EnderIO:itemRedstoneConduit:2, Insulated Redstone Conduit
EnderIO:itemPowerConduit:0, Energy Conduit
EnderIO:itemPowerConduit:1, Enhanced Energy Conduit
EnderIO:itemPowerConduit:2, Ender Energy Conduit
EnderIO:itemLiquidConduit:0, Fluid Conduit
EnderIO:itemLiquidConduit:1, Pressurized Fluid Conduit
EnderIO:itemLiquidConduit:2, Ender Fluid Conduit
EnderIO:itemItemConduit:0, Item Conduit
EnderIO:itemGasConduit:0, Gas Conduit
EnderIO:itemMEConduit:0, ME Conduit
EnderIO:itemMEConduit:1, Dense ME Conduit
EnderIO:itemOCConduit:0, Network Conduit (OC)
EnderIO:itemBasicFilterUpgrade:0, Basic Item Filter
EnderIO:itemBasicFilterUpgrade:1, Advanced Item Filter
EnderIO:itemExistingItemFilter:0, Existing Item Filter
EnderIO:itemModItemFilter, Mod Item Filter
EnderIO:itemPowerItemFilter:0, Chargeable Item Filter
EnderIO:itemExtractSpeedUpgrade:0, Item Conduit Speed Upgrade
EnderIO:itemExtractSpeedUpgrade:1, Item Conduit Speed Downgrade
EnderIO:itemFunctionUpgrade:0, Remote Awareness Upgrade
EnderIO:itemBasicCapacitor:0, Basic Capacitor
EnderIO:itemBasicCapacitor:1, Double-Layer Capacitor
EnderIO:itemBasicCapacitor:2, Octadic Capacitor
EnderIO:itemMachinePart:0, Machine Chassis
EnderIO:itemMachinePart:1, Basic Gear
EnderIO:itemMaterial:0, Silicon
EnderIO:itemMaterial:1, Conduit Binder
EnderIO:itemMaterial:2, Binder Composite
EnderIO:itemMaterial:3, Pulsating Iron Nugget
EnderIO:itemMaterial:4, Vibrant Alloy Nugget
EnderIO:itemMaterial:5, Pulsating Crystal
EnderIO:itemMaterial:6, Vibrant Crystal
EnderIO:itemMaterial:7, Dark Steel Ball
EnderIO:itemMaterial:8, Ender Crystal
EnderIO:itemMaterial:9, Enticing Crystal
EnderIO:itemMaterial:10, Weather Crystal
EnderIO:itemAlloy:0, Electrical Steel
EnderIO:itemAlloy:1, Energetic Alloy
EnderIO:itemAlloy:2, Vibrant Alloy
EnderIO:itemAlloy:3, Redstone Alloy
EnderIO:itemAlloy:4, Conductive Iron
EnderIO:itemAlloy:5, Pulsating Iron
EnderIO:itemAlloy:6, Dark Steel
EnderIO:itemAlloy:7, Soularium
EnderIO:itemPowderIngot:0, Coal Powder
EnderIO:itemPowderIngot:1, Iron Powder
EnderIO:itemPowderIngot:2, Gold Powder
EnderIO:itemPowderIngot:3, Copper Powder
EnderIO:itemPowderIngot:4, Tin Powder
EnderIO:itemPowderIngot:6, Enderium Base
EnderIO:itemPowderIngot:7, Obsidian Powder
EnderIO:itemPowderIngot:8, Flour
EnderIO:bucketNutrient_distillation, Nutrient Distillation Bucket
EnderIO:bucketHootch, Hootch Bucket
EnderIO:bucketRocket_fuel, Rocket Fuel Bucket
EnderIO:bucketFire_water, Fire Water Bucket
EnderIO:bucketLiquid_sunshine, Liquid Sunshine Bucket
EnderIO:bucketCloud_seed, Cloud Seed Bucket
EnderIO:bucketCloud_seed_concentrated, Concentrated Cloud Seed Bucket
EnderIO:itemYetaWrench, Yeta Wrench
EnderIO:itemEnderface, Enderface
EnderIO:itemTravelStaff:0, Staff of Traveling
EnderIO:itemTravelStaff:16, Staff of Traveling
EnderIO:itemConduitProbe:0, Conduit Probe
EnderIO:itemXpTransfer:0, Experience Rod
EnderIO:itemSoulVessel, Soul Vial
EnderIO:itemEnderFood:0, "Enderios"
EnderIO:itemGliderWing:0, Glider Wing
EnderIO:itemGliderWing:1, Glider Wings
EnderIO:item.darkSteel_helmet, Dark Helm
EnderIO:item.darkSteel_chestplate, Dark Plate
EnderIO:item.darkSteel_leggings, Dark Leggings
EnderIO:item.darkSteel_boots, Dark Boots
EnderIO:item.darkSteel_sword, The Ender
EnderIO:item.darkSteel_pickaxe, Dark Pick
EnderIO:item.darkSteel_axe, Dark Axe
EnderIO:item.darkSteel_shears, Dark Shears
EnderIO:itemMagnet:0, Electromagnet
EnderIO:itemMagnet:16, Electromagnet
tis3d:moduleAudio, Audio Module
tis3d:moduleBundledRedstone, Bundled Redstone Module
tis3d:moduleDisplay, Display Module
tis3d:moduleExecution, Execution Module
tis3d:moduleInfrared, Infrared Module
tis3d:moduleKeypad, Keypad Module
tis3d:moduleQueue, Queue Module
tis3d:moduleRandom, Random Module
tis3d:moduleRandomAccessMemory, RAM Module
tis3d:moduleReadOnlyMemory, ROM Module
tis3d:moduleRedstone, Redstone Module
tis3d:moduleSequencer, Sequencer Module
tis3d:moduleSerialPort, Serial Port Module
tis3d:moduleStack, Stack Module
tis3d:moduleTerminal, Terminal Module
tis3d:moduleTimer, Timer Module
tis3d:bookCode, Code Bible
tis3d:bookManual, TIS-3D Reference Manual
tis3d:key, Key
tis3d:keyCreative, Skeleton Key
tis3d:prism, Prism
computronics:computronics.tape:0, Cassette Tape
computronics:computronics.tape:1, Cassette Tape
computronics:computronics.tape:2, Cassette Tape
computronics:computronics.tape:3, Cassette Tape
computronics:computronics.tape:4, Cassette Tape
computronics:computronics.tape:5, Cassette Tape
computronics:computronics.tape:6, Cassette Tape
computronics:computronics.tape:8, Cassette Tape
computronics:computronics.parts:0, Tape Track
computronics:computronics.portableTapeDrive, Portable Tape Drive
computronics:computronics.relaySensor, Digital Relay Sensor
computronics:computronics.ocParts:0, Camera Upgrade
computronics:computronics.ocParts:1, Chat Upgrade
computronics:computronics.ocParts:2, Radar Upgrade
computronics:computronics.ocParts:3, Particle Effects Card
computronics:computronics.ocParts:4, Spoofing Card
computronics:computronics.ocParts:5, Beep Card
computronics:computronics.ocParts:6, Self-Destructing Card
computronics:computronics.ocParts:7, Colorful Upgrade
computronics:computronics.ocParts:8, Noise Card
computronics:computronics.ocParts:9, Sound Card
computronics:computronics.ocParts:10, Light Board
computronics:computronics.ocParts:11, Server Self-Destructor
computronics:computronics.ocParts:12, Rack Capacitor
computronics:computronics.ocParts:13, Switch Board
computronics:computronics.ocParts:14, Speech Upgrade
computronics:computronics.ocSpecialParts:0, Magical Memory (Creative)
computronics:computronics.partsForestry:0, Caustic Comb
computronics:computronics.partsForestry:1, Caustic Drop
computronics:computronics.droneStation, Drone Docking Station
computronics:computronics.dockingUpgrade:0, Drone Docking Upgrade
computronics:computronics.modules.tis3d:0, Colorful Module
computronics:computronics.modules.tis3d:1, Tape Reader Module
computronics:computronics.modules.tis3d:2, Self-Destructing Module
enderioaddons:bucketBrine1, Light Brine Bucket
enderioaddons:bucketBrine2, Medium Brine Bucket
enderioaddons:bucketBrine3, Heavy Brine Bucket
enderioaddons:bucketBrine4, Solid Brine Bucket
enderioaddons:itemMachineParts:0, Empty Machine Framework
enderioaddons:itemMachineParts:1, Machine Framework Tank
enderioaddons:itemMachineParts:2, Machine Framework Tanks
enderioaddons:itemMachineParts:3, Empty Machine Framework with Tanks
enderioaddons:itemMachineParts:4, Cobblestone Framework Controller
enderioaddons:itemMachineParts:5, Heating Element
enderioaddons:itemMachineParts:6, Filter Element
enderioaddons:itemMachineParts:7, Water Extraction Framework Controller
enderioaddons:itemMachineParts:8, Impulse Hopper Framework Controller
enderioaddons:itemMachineParts:9, Loot Recycler Framework Controller
enderioaddons:itemMachineParts:10, Item Tray
enderioaddons:itemMachineParts:11, Enchantment Modulator Core
enderioaddons:itemMachineParts:12, Enchantment Modulator
enderioaddons:itemMachineParts:13, Chassis Plates
enderioaddons:itemMachineParts:14, Flags and Poles
enderioaddons:itemMachineParts:15, Simple Magnet
enderioaddons:itemMachineParts:17, Farming Base Module
enderioaddons:itemMachineParts:18, Farming Intelligence Module
enderioaddons:itemMachineParts:19, Broken Wooden Hand Rake
enderioaddons:itemMachineParts:20, Broken Iron Hand Rake
enderioaddons:itemMachineParts:21, Industrial Rake (machine use only)
enderioaddons:itemMachineParts:22, Capacitor Seeds
enderioaddons:itemMachineParts:23, Organic Capacitor Shells
enderioaddons:itemMachineParts:24, Organic Capacitor Gel
enderioaddons:itemMachineParts:25, Organic Capacitor Core
enderioaddons:itemMachineParts:26, Capacitor Lined Housing Plate
enderioaddons:itemMachineParts:27, Food-grade coated Chassis Plate
enderioaddons:itemMachineParts:28, Food-grade coated Chassis Grill
enderioaddons:itemMachineParts:29, Fortune Cookie
enderioaddons:itemMachineParts:30, You cheated this in, didn't you?
enderioaddons:itemModule:0, Breeding Module
enderioaddons:itemModule:1, Crossbreeding module
enderioaddons:itemModule:2, Seed Harvesting Module
enderioaddons:itemModule:3, Seed Analyzer Module
enderioaddons:itemModule:4, Seed Multiplying Module
enderioaddons:itemModule:5, Harvest Unanalyzed Plants Module
enderioaddons:itemModule:6, Plant Upgrading Module
enderioaddons:itemModule:7, Weeding Module
enderioaddons:itemModule:8, Seed Ejecting Module
enderioaddons:itemModule:9, Seed Sorting Module
EnderTech:endertech.exchanger:0, Creative Exchanger
EnderTech:endertech.exchanger:1, Redstone Exchanger
EnderTech:endertech.exchanger:2, Resonant Exchanger
enhancedportals:wrench, Wrench
enhancedportals:nanobrush, Nanobrush
enhancedportals:glasses, Glasses
enhancedportals:location_card:0, Location Card
enhancedportals:portal_module:0, Particle Destroyer
enhancedportals:portal_module:1, Rainbow Particles
enhancedportals:portal_module:2, Silencer
enhancedportals:portal_module:3, Momentum
enhancedportals:portal_module:4, Cloaking
enhancedportals:portal_module:5, Particle Shader
enhancedportals:portal_module:6, Facing
enhancedportals:portal_module:7, Featherfall
enhancedportals:upgrade:0, Redstone Interface Upgrade
enhancedportals:upgrade:1, Network Interface Upgrade
enhancedportals:upgrade:2, Dialling Device Upgrade
enhancedportals:upgrade:3, Programmable Interface Upgrade
enhancedportals:upgrade:4, Portal Manipulator Upgrade
enhancedportals:upgrade:5, Fluid Transportation Upgrade
enhancedportals:upgrade:6, Item Transportation Upgrade
enhancedportals:upgrade:7, Energy Transportation Upgrade
enhancedportals:blank_portal_module, Blank Portal Module
enhancedportals:blank_upgrade, Blank Upgrade
enhancedportals:manual, ENHANCED PORTALS: wormhole tunneling
enhancedportals:nuggetDiamond, Diamond Nugget
etfuturum:mutton_raw, Raw Mutton
etfuturum:rabbit_raw, Raw Rabbit
etfuturum:rabbit_cooked, Cooked Rabbit
etfuturum:rabbit_foot, Rabbit's Foot
etfuturum:rabbit_hide, Rabbit Hide
etfuturum:rabbit_stew, Rabbit Stew
etfuturum:beetroot, Beetroot
etfuturum:beetroot_seeds, Beetroot Seeds
etfuturum:beetroot_soup, Beetroot Soup
etfuturum:chorus_fruit, Chorus Fruit
etfuturum:chorus_fruit_popped, Popped Chorus Fruit
etfuturum:tipped_arrow, item.etfuturum.tipped_arrow.name
etfuturum:lingering_potion:0, Water Bottle
etfuturum:lingering_potion:8193, Lingering Potion of Regeneration
etfuturum:lingering_potion:8225, Lingering Potion of Regeneration
etfuturum:lingering_potion:8257, Lingering Potion of Regeneration
etfuturum:lingering_potion:8194, Lingering Potion of Swiftness
etfuturum:lingering_potion:8226, Lingering Potion of Swiftness
etfuturum:lingering_potion:8258, Lingering Potion of Swiftness
etfuturum:lingering_potion:8227, Lingering Potion of Fire Resistance
etfuturum:lingering_potion:8259, Lingering Potion of Fire Resistance
etfuturum:lingering_potion:8196, Lingering Potion of Poison
etfuturum:lingering_potion:8228, Lingering Potion of Poison
etfuturum:lingering_potion:8260, Lingering Potion of Poison
etfuturum:lingering_potion:8261, Lingering Potion of Healing
etfuturum:lingering_potion:8229, Lingering Potion of Healing
etfuturum:lingering_potion:8230, Lingering Potion of Night Vision
etfuturum:lingering_potion:8262, Lingering Potion of Night Vision
etfuturum:lingering_potion:8232, Lingering Potion of Weakness
etfuturum:lingering_potion:8264, Lingering Potion of Weakness
etfuturum:lingering_potion:8201, Lingering Potion of Strength
etfuturum:lingering_potion:8233, Lingering Potion of Strength
etfuturum:lingering_potion:8265, Lingering Potion of Strength
etfuturum:lingering_potion:8234, Lingering Potion of Slowness
etfuturum:lingering_potion:8266, Lingering Potion of Slowness
etfuturum:lingering_potion:8267, Lingering Potion of Leaping
etfuturum:lingering_potion:8235, Lingering Potion of Leaping
etfuturum:lingering_potion:8268, Lingering Potion of Harming
etfuturum:lingering_potion:8236, Lingering Potion of Harming
etfuturum:lingering_potion:8237, Lingering Potion of Water Breathing
etfuturum:lingering_potion:8269, Lingering Potion of Water Breathing
etfuturum:lingering_potion:8238, Lingering Potion of Invisibility
etfuturum:lingering_potion:8270, Lingering Potion of Invisibility
etfuturum:dragon_breath, Dragon's Breath
etfuturum:elytra, Elytra
etfuturum:end_crystal, End Crystal
ewysworkshop:WorkshopTableUpgrade:0, Blank Upgrade
ewysworkshop:WorkshopTableUpgrade:1, Auto Crafter Upgrade
ewysworkshop:WorkshopTableUpgrade:2, Storage Upgrade
ewysworkshop:WorkshopTableUpgrade:3, Charger Upgrade
ewysworkshop:WorkshopTableUpgrade:4, Speed Upgrade
ewysworkshop:WorkshopTableUpgrade:5, Queueing Upgrade
ewysworkshop:WorkshopTableUpgrade:6, Efficiency Upgrade
ewysworkshop:WorkshopTableUpgrade:7, Lava Power Upgrade
ewysworkshop:WorkshopTableUpgrade:8, RF Acceptor Upgrade
ewysworkshop:WorkshopTableUpgrade:9, Solar Power Upgrade
ewysworkshop:WorkshopTableUpgrade:10, Auto Transfer Upgrade
ewysworkshop:WorkshopTableUpgrade:11, Filter Upgrade
ewysworkshop:WorkshopTableUpgrade:12, Transfer Capacity Upgrade
extracells:part.base:0, ME Fluid Export Bus
extracells:part.base:1, ME Fluid Import Bus
extracells:part.base:2, ME Fluid Storage Bus
extracells:part.base:3, ME Fluid Terminal
extracells:part.base:4, ME Fluid Level Emitter
extracells:part.base:5, ME Fluid Annihilation Plane
extracells:part.base:6, ME Fluid Formation Plane
extracells:part.base:7, ME Drive Fixture
extracells:part.base:8, ME Energy Cell Fixture
extracells:part.base:9, ME Fluid Interface
extracells:part.base:10, ME Fluid Storage Monitor
extracells:part.base:11, ME Fluid Conversion Monitor
extracells:part.base:12, ME Ore Dictionary Export Bus
extracells:part.base:13, ME Gas Import Bus
extracells:part.base:14, ME Gas Export Bus
extracells:part.base:15, ME Gas Terminal
extracells:part.base:16, ME Gas Storage Bus
extracells:part.base:17, ME Gas Level Emitter
extracells:part.base:18, ME Gas Storage Monitor
extracells:part.base:19, ME Gas Conversion Monitor
extracells:storage.fluid:0, ME 1k Fluid Storage
extracells:storage.fluid:1, ME 4k Fluid Storage
extracells:storage.fluid:2, ME 16k Fluid Storage
extracells:storage.fluid:3, ME 64k Fluid Storage
extracells:storage.fluid:4, ME 256k Fluid Storage
extracells:storage.fluid:5, ME 1024k Fluid Storage
extracells:storage.fluid:6, ME 4096k Fluid Storage
extracells:storage.physical:0, ME 256k Storage
extracells:storage.physical:1, ME 1024k Storage
extracells:storage.physical:2, ME 4096k Storage
extracells:storage.physical:3, ME 16384k Storage
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.gas:0, ME 1k Gas Storage
extracells:storage.gas:1, ME 4k Gas Storage
extracells:storage.gas:2, ME 16k Gas Storage
extracells:storage.gas:3, ME 64k Gas Storage
extracells:storage.gas:4, ME 256k Gas Storage
extracells:storage.gas:5, ME 1024k Gas Storage
extracells:storage.gas:6, ME 4096k Gas Storage
extracells:pattern.fluid, item.extracells.pattern.fluid.name
extracells:terminal.fluid.wireless, item.extracells.terminal.fluid.wireless.name
extracells:storage.component:0, 256k ME Storage Component
extracells:storage.component:1, 1024k ME Storage Component
extracells:storage.component:2, 4096k ME Storage Component
extracells:storage.component:3, 16384k ME Storage Component
extracells:storage.component:4, 1k ME Fluid Storage Component
extracells:storage.component:5, 4k ME Fluid Storage Component
extracells:storage.component:6, 16k ME Fluid Storage Component
extracells:storage.component:7, 64k ME Fluid Storage Component
extracells:storage.component:8, 256k ME Fluid Storage Component
extracells:storage.component:9, 1024k ME Fluid Storage Component
extracells:storage.component:10, 4096k ME Fluid Storage Component
extracells:storage.component:11, 1k ME Gas Storage Component
extracells:storage.component:12, 4k ME Gas Storage Component
extracells:storage.component:13, 16k ME Gas Storage Component
extracells:storage.component:14, 64k ME Gas Storage Component
extracells:storage.component:15, 256k ME Gas Storage Component
extracells:storage.component:16, 1024k ME Gas Storage Component
extracells:storage.component:17, 4096k ME Gas Storage Component
extracells:storage.casing:0, Advanced Storage Housing
extracells:storage.casing:1, Fluid Storage Housing
extracells:storage.casing:2, Gas Storage Housing
extracells:fluid.item, item.extracells.fluid.item.name
extracells:storage.fluid.portable, item.extracells.storage.fluid.portable.name
extracells:storage.gas.portable, item.extracells.storage.gas.portable.name
extracells:pattern.crafting, item.extracells.pattern.crafting.name
extracells:terminal.universal.wireless, item.extracells.terminal.universal.wireless.name
extracells:terminal.gas.wireless, item.extracells.terminal.gas.wireless.name
extracells:oc.upgrade, ME Upgrade
harvestcraft:cuttingboardItem, Cutting Board
harvestcraft:potItem, Pot
harvestcraft:skilletItem, Skillet
harvestcraft:saucepanItem, Saucepan
harvestcraft:bakewareItem, Bakeware
harvestcraft:mortarandpestleItem, Mortar and Pestle
harvestcraft:mixingbowlItem, Mixing Bowl
harvestcraft:juicerItem, Juicer
harvestcraft:queenbeeItem, Queen Bee
harvestcraft:waxcombItem, Waxcomb
harvestcraft:honeycombItem, Honeycomb
harvestcraft:beeswaxItem, Beeswax
harvestcraft:honeyItem, Honey
harvestcraft:grubItem, Bee Grub
harvestcraft:royaljellyItem, Royal Jelly
harvestcraft:saltItem, Salt
harvestcraft:waxItem, Wax
harvestcraft:wovencottonItem, Woven Cotton
harvestcraft:hardenedleatherItem, Hardened Leather
harvestcraft:grainbaitItem, Grain Bait
harvestcraft:veggiebaitItem, Veggie Bait
harvestcraft:fruitbaitItem, Fruit Bait
harvestcraft:fishtrapbaitItem, Fish Trap Bait
harvestcraft:hardenedleatherhelmItem, Hardened Leather Helm
harvestcraft:hardenedleatherchestItem, Hardened Leather Chest
harvestcraft:hardenedleatherleggingsItem, Hardened Leather Leggings
harvestcraft:hardenedleatherbootsItem, Hardened Leather Boots
harvestcraft:muttonrawItem, Raw Mutton
harvestcraft:muttoncookedItem, Cooked Mutton
harvestcraft:calamarirawItem, Raw Calamari
harvestcraft:calamaricookedItem, Cooked Calamari
harvestcraft:sunflowerseedsItem, Sunflower Seeds
harvestcraft:freshwaterItem, Fresh Water
harvestcraft:freshmilkItem, Fresh Milk
harvestcraft:blackberryItem, Blackberry
harvestcraft:blueberryItem, Blueberry
harvestcraft:candleberryItem, Candleberry
harvestcraft:raspberryItem, Raspberry
harvestcraft:strawberryItem, Strawberry
harvestcraft:grapeItem, Grape
harvestcraft:cactusfruitItem, Cactus Fruit
harvestcraft:asparagusItem, Asparagus
harvestcraft:barleyItem, Barley
harvestcraft:oatsItem, Oats
harvestcraft:ryeItem, Rye
harvestcraft:cornItem, Corn
harvestcraft:bambooshootItem, Bamboo Shoot
harvestcraft:cantaloupeItem, Cantaloupe
harvestcraft:cucumberItem, Cucumber
harvestcraft:wintersquashItem, Winter Squash
harvestcraft:zucchiniItem, Zucchini
harvestcraft:beetItem, Beet
harvestcraft:onionItem, Onion
harvestcraft:parsnipItem, Parsnip
harvestcraft:peanutItem, Peanut
harvestcraft:radishItem, Radish
harvestcraft:rutabagaItem, Rutabaga
harvestcraft:sweetpotatoItem, Sweet Potato
harvestcraft:turnipItem, Turnip
harvestcraft:rhubarbItem, Rhubarb
harvestcraft:celeryItem, Celery
harvestcraft:garlicItem, Garlic
harvestcraft:gingerItem, Ginger
harvestcraft:spiceleafItem, Spice Leaf
harvestcraft:ediblerootItem, Edible Root
harvestcraft:tealeafItem, Tea Leaf
harvestcraft:coffeebeanItem, Coffee Beans
harvestcraft:mustardseedsItem, Mustard Seeds
harvestcraft:broccoliItem, Broccoli
harvestcraft:cauliflowerItem, Cauliflower
harvestcraft:leekItem, Leek
harvestcraft:lettuceItem, Lettuce
harvestcraft:scallionItem, Scallion
harvestcraft:artichokeItem, Artichoke
harvestcraft:brusselsproutItem, Brussel Sprout
harvestcraft:cabbageItem, Cabbage
harvestcraft:spinachItem, Spinach
harvestcraft:whitemushroomItem, White Mushroom
harvestcraft:beanItem, Beans
harvestcraft:soybeanItem, Soybean
harvestcraft:bellpepperItem, Bellpepper
harvestcraft:chilipepperItem, Chili Pepper
harvestcraft:eggplantItem, Eggplant
harvestcraft:okraItem, Okra
harvestcraft:peasItem, Peas
harvestcraft:tomatoItem, Tomato
harvestcraft:cottonItem, Cotton
harvestcraft:pineappleItem, Pineapple
harvestcraft:kiwiItem, Kiwi
harvestcraft:sesameseedsItem, Sesame Seeds
harvestcraft:curryleafItem, Curry Leaf
harvestcraft:cranberryItem, Cranberry
harvestcraft:riceItem, Rice
harvestcraft:seaweedItem, Seaweed
harvestcraft:waterchestnutItem, Water Chestnut
harvestcraft:blackberryseedItem, Blackberry Seed
harvestcraft:blueberryseedItem, Blueberry Seed
harvestcraft:candleberryseedItem, Candleberry Seed
harvestcraft:raspberryseedItem, Raspberry Seed
harvestcraft:strawberryseedItem, Strawberry Seed
harvestcraft:grapeseedItem, Grape Seed
harvestcraft:cactusfruitseedItem, Cactus Fruit Seed
harvestcraft:asparagusseedItem, Asparagus Seed
harvestcraft:barleyseedItem, Barley Seed
harvestcraft:oatsseedItem, Oats Seed
harvestcraft:ryeseedItem, Rye Seed
harvestcraft:cornseedItem, Corn Seed
harvestcraft:bambooshootseedItem, Bamboo Shoot Seed
harvestcraft:cantaloupeseedItem, Cantaloupe Seed
harvestcraft:cucumberseedItem, Cucumber Seed
harvestcraft:wintersquashseedItem, Winter Squash Seed
harvestcraft:zucchiniseedItem, Zucchini Seed
harvestcraft:beetseedItem, Beet Seed
harvestcraft:onionseedItem, Onion Seed
harvestcraft:parsnipseedItem, Parsnip Seed
harvestcraft:peanutseedItem, Peanut Seed
harvestcraft:radishseedItem, Radish Seed
harvestcraft:rutabagaseedItem, Rutabaga Seed
harvestcraft:sweetpotatoseedItem, Sweet Potato Seed
harvestcraft:turnipseedItem, Turnip Seed
harvestcraft:rhubarbseedItem, Rhubarb Seed
harvestcraft:celeryseedItem, Celery Seed
harvestcraft:garlicseedItem, Garlic Seed
harvestcraft:gingerseedItem, Ginger Seed
harvestcraft:spiceleafseedItem, Spice Leaf Seed
harvestcraft:teaseedItem, Tea Seed
harvestcraft:coffeeseedItem, Coffee Seed
harvestcraft:mustardseedItem, Mustard Seed
harvestcraft:broccoliseedItem, Broccoli Seed
harvestcraft:cauliflowerseedItem, Cauliflower Seed
harvestcraft:leekseedItem, Leek Seed
harvestcraft:lettuceseedItem, Lettuce Seed
harvestcraft:scallionseedItem, Scallion Seed
harvestcraft:artichokeseedItem, Artichoke Seed
harvestcraft:brusselsproutseedItem, Brussel Sprout Seed
harvestcraft:cabbageseedItem, Cabbage Seed
harvestcraft:spinachseedItem, Spinach Seed
harvestcraft:whitemushroomseedItem, White Mushroom Spore
harvestcraft:beanseedItem, Bean Seed
harvestcraft:soybeanseedItem, Soybean Seed
harvestcraft:bellpepperseedItem, Bellpepper Seed
harvestcraft:chilipepperseedItem, Chili Pepper Seed
harvestcraft:eggplantseedItem, Eggplant Seed
harvestcraft:okraseedItem, Okra Seed
harvestcraft:peasseedItem, Peas Seed
harvestcraft:tomatoseedItem, Tomato Seed
harvestcraft:cottonseedItem, Cotton Seed
harvestcraft:pineappleseedItem, Pineapple Seed
harvestcraft:curryleafseedItem, Curry Leaf Seed
harvestcraft:sesameseedsseedItem, Sesame Seeds Seed
harvestcraft:kiwiseedItem, Kiwi Seed
harvestcraft:cranberryseedItem, Cranberry Seed
harvestcraft:riceseedItem, Rice Seed
harvestcraft:seaweedseedItem, Seaweed Seed
harvestcraft:waterchestnutseedItem, Water Chestnut Seed
harvestcraft:almondItem, Almond
harvestcraft:apricotItem, Apricot
harvestcraft:avocadoItem, Avocado
harvestcraft:bananaItem, Banana
harvestcraft:cashewItem, Cashew
harvestcraft:cherryItem, Cherry
harvestcraft:chestnutItem, Chestnut
harvestcraft:cinnamonItem, Cinnamon
harvestcraft:coconutItem, Coconut
harvestcraft:dateItem, Date
harvestcraft:dragonfruitItem, Dragonfruit
harvestcraft:durianItem, Durian
harvestcraft:figItem, Fig
harvestcraft:grapefruitItem, Grapefruit
harvestcraft:lemonItem, Lemon
harvestcraft:limeItem, Lime
harvestcraft:maplesyrupItem, Maple Syrup
harvestcraft:mangoItem, Mango
harvestcraft:nutmegItem, Nutmeg
harvestcraft:oliveItem, Olive
harvestcraft:orangeItem, Orange
harvestcraft:papayaItem, Papaya
harvestcraft:peachItem, Peach
harvestcraft:pearItem, Pear
harvestcraft:pecanItem, Pecan
harvestcraft:peppercornItem, Peppercorn
harvestcraft:persimmonItem, Persimmon
harvestcraft:pistachioItem, Pistachio
harvestcraft:plumItem, Plum
harvestcraft:pomegranateItem, Pomegranate
harvestcraft:starfruitItem, Starfruit
harvestcraft:vanillabeanItem, Vanilla Bean
harvestcraft:walnutItem, Walnut
harvestcraft:gooseberryItem, Gooseberry
harvestcraft:grilledasparagusItem, Grilled Asparagus
harvestcraft:bakedsweetpotatoItem, Baked Sweet Potato
harvestcraft:teaItem, Cup of Tea
harvestcraft:coffeeItem, Cup of Coffee
harvestcraft:popcornItem, Popcorn
harvestcraft:grilledeggplantItem, Grilled Eggplant
harvestcraft:raisinsItem, Raisins
harvestcraft:ricecakeItem, Rice Cake
harvestcraft:toastedcoconutItem, Toasted Coconut
harvestcraft:vanillaItem, Vanilla
harvestcraft:toastedsesameseedsItem, Toasted Sesame Seeds
harvestcraft:flourItem, Flour
harvestcraft:doughItem, Dough
harvestcraft:toastItem, Toast
harvestcraft:pastaItem, Pasta
harvestcraft:heavycreamItem, Heavy Cream
harvestcraft:butterItem, Butter
harvestcraft:cheeseItem, Cheese
harvestcraft:icecreamItem, Ice Cream
harvestcraft:grilledcheeseItem, Grilled Cheese
harvestcraft:applejuiceItem, Apple Juice
harvestcraft:applesauceItem, Apple Sauce
harvestcraft:applepieItem, Apple Pie
harvestcraft:caramelappleItem, Caramel Apple
harvestcraft:pumpkinbreadItem, Pumpkin Bread
harvestcraft:roastedpumpkinseedsItem, Roasted Pumpkin Seeds
harvestcraft:pumpkinsoupItem, Pumpkin Soup
